Date,Time PDT,Air Temp °F, Dew Point °F, Rel Hum %, Tot Prec in, Wind Dir @ Speed mph, Wind Gust mph, Leaf Wet u., Solar Rad W/m², 2 in. Soil Tmp °F, 8 in. Soil Tmp °F, Atm. Press. inHg,Location,Station ID,Station Name,Download Timestamp
2020-03-27,21:15,45.5,44.2,95.1,0.0,S@2.4,4.9,0.22,0,46.3,46.1,30.04,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-27,21:30,45.3,44.5,97.0,0.0,SE@2.7,4.9,0.3,0,46.3,46.1,30.05,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-27,21:45,45.3,44.8,98.1,0.0,E@2.1,4.9,0.35,0,46.3,46.1,30.05,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-27,22:00,45.2,44.9,98.8,0.0,SE@3.0,4.6,0.37,0,46.2,46.1,30.05,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-27,22:15,45.2,45.0,99.3,0.0,E@2.9,5.3,0.37,0,46.2,46.1,30.05,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-27,22:30,45.2,45.0,99.3,0.0,E@3.1,5.3,0.35,0,46.2,46.1,30.05,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-27,22:45,45.2,45.0,99.3,0.01,SE@3.3,4.9,0.35,0,46.2,46.1,30.05,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-27,23:00,45.2,45.1,99.3,0.0,SE@3.6,8.9,0.36,0,46.2,46.1,30.05,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-27,23:15,45.3,45.1,99.3,0.01,SE@3.5,9.6,0.36,0,46.1,46.1,30.05,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-27,23:30,45.3,45.2,99.3,0.0,SE@3.7,6.4,0.36,0,46.1,46.1,30.05,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-27,23:45,45.3,45.2,99.3,0.0,SE@2.9,6.4,0.38,0,46.1,46.1,30.05,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-27,24:00,45.4,45.2,99.3,0.0,SE@2.2,4.9,0.38,0,46.1,46.1,30.05,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,00:15,45.5,45.3,99.3,0.0,E@2.9,4.9,0.38,0,46.1,46.1,30.05,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,00:30,45.6,45.4,99.3,0.0,E@2.7,5.3,0.36,0,46.1,46.1,30.04,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,00:45,45.7,45.5,99.3,0.0,E@1.3,4.2,0.35,0,46.1,46.1,30.04,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,01:00,45.9,45.6,99.0,0.0,SE@2.8,6.0,0.36,0,46.0,46.1,30.04,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,01:15,45.9,45.4,98.2,0.01,E@2.5,4.6,0.37,0,46.0,46.1,30.04,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,01:30,45.9,45.4,98.1,0.0,SE@2.6,6.0,0.38,0,46.0,46.1,30.04,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,01:45,46.1,45.4,97.2,0.0,E@3.8,7.1,0.35,0,46.0,46.1,30.04,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,02:00,46.3,45.2,96.0,0.0,SE@4.0,7.4,0.21,0,46.0,46.1,30.04,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,02:15,46.2,45.1,95.6,0.0,E@2.7,6.0,0.2,0,46.0,46.1,30.04,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,02:30,46.4,45.1,95.3,0.0,SE@3.8,7.1,0.18,0,46.0,46.1,30.04,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,02:45,46.5,45.0,94.5,0.0,SE@3.7,6.7,0.14,0,46.0,46.1,30.04,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,03:00,46.5,45.0,94.5,0.0,SE@4.0,8.2,0.14,0,46.0,46.1,30.04,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,03:15,46.6,45.0,94.0,0.0,SE@4.6,7.8,0.08,0,46.0,46.1,30.04,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,03:30,46.6,45.0,93.9,0.0,SE@5.0,8.5,0.03,0,45.9,46.1,30.03,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,03:45,46.6,45.0,93.9,0.0,SE@5.2,8.2,0.06,0,45.9,46.1,30.03,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,04:00,46.5,45.0,94.6,0.0,S@4.9,8.9,0.06,0,45.9,46.1,30.03,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,04:15,46.5,45.1,94.9,0.0,SE@5.4,8.5,0.01,0,45.9,46.1,30.02,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,04:30,46.5,45.0,94.4,0.0,S@5.6,9.2,0.0,0,45.9,46.1,30.02,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,04:45,46.5,45.0,94.4,0.0,SE@5.0,7.1,0.02,0,45.9,46.1,30.01,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,05:00,46.6,45.0,94.1,0.0,SE@4.9,7.4,0.05,0,45.9,46.1,30.01,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,05:15,46.7,45.0,93.7,0.0,SE@5.0,7.8,0.0,0,45.9,46.1,30.01,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,05:30,46.7,44.9,93.2,0.0,SE@5.8,9.2,0.0,0,45.9,46.1,30.01,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,05:45,46.8,44.8,92.6,0.0,SE@6.9,11.7,0.0,0,45.9,46.1,30.01,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,06:00,46.9,44.7,91.7,0.0,SE@6.8,12.1,0.0,0,45.9,46.1,30.01,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,06:15,47.0,44.6,91.3,0.0,SE@6.0,10.3,0.0,0,45.9,46.1,30.01,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,06:30,47.1,44.6,90.9,0.0,SE@7.4,13.5,0.0,0,45.9,46.1,30.01,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,06:45,47.2,44.6,90.7,0.0,SE@7.3,13.2,0.0,0,45.9,46.1,30.0,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,07:00,47.0,44.6,91.3,0.0,SE@8.2,12.1,0.0,1,45.9,46.1,30.01,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,07:15,46.8,44.7,92.1,0.0,SE@8.1,15.7,0.0,2,45.9,46.0,30.0,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,07:30,46.7,44.6,92.3,0.0,SE@7.0,11.7,0.0,4,45.9,46.0,30.0,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,07:45,46.7,44.6,92.4,0.0,SE@7.8,11.7,0.0,12,45.9,46.0,30.0,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,08:00,46.8,44.5,91.7,0.0,SE@7.4,12.4,0.0,17,45.9,46.0,30.0,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,08:15,47.0,44.4,90.4,0.0,SE@7.3,13.5,0.0,31,45.9,46.0,30.0,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,08:30,47.5,44.1,87.9,0.0,SE@8.7,17.1,0.0,42,45.9,46.0,29.99,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,08:45,47.8,43.9,86.2,0.0,SE@9.1,15.0,0.0,41,45.9,46.0,29.99,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,09:00,47.9,43.6,85.0,0.0,SE@9.1,13.2,0.0,38,45.9,46.0,30.0,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,09:15,48.3,43.4,83.1,0.0,SE@9.0,15.0,0.0,76,45.9,46.0,30.0,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,09:30,48.7,43.6,82.4,0.0,SE@7.5,14.6,0.0,135,46.0,46.0,29.99,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,09:45,49.4,44.0,81.6,0.0,SE@9.5,18.5,0.0,232,46.0,46.0,29.99,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,10:00,49.4,44.2,82.2,0.0,SE@10.9,17.5,0.0,219,46.1,46.0,29.99,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,10:15,49.5,44.4,82.4,0.0,SE@10.5,16.7,0.0,228,46.3,46.0,29.98,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,10:30,49.6,44.9,83.9,0.0,SE@9.5,15.0,0.0,226,46.4,46.0,29.98,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,10:45,49.7,44.9,83.4,0.0,SE@9.5,17.5,0.0,208,46.6,46.0,29.98,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,11:00,49.6,45.0,83.9,0.0,SE@8.7,16.0,0.0,160,46.8,46.0,29.98,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,11:15,49.5,45.0,84.2,0.0,SE@9.7,14.6,0.0,190,46.9,46.0,29.98,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,11:30,50.0,45.4,84.2,0.0,SE@9.4,14.6,0.0,234,47.1,46.0,29.98,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,11:45,50.4,45.5,83.2,0.0,SE@9.6,14.6,0.0,272,47.2,46.0,29.97,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,12:00,50.8,45.6,82.3,0.0,SE@9.6,15.3,0.0,313,47.3,46.0,29.97,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,12:15,50.7,45.2,81.2,0.0,SE@9.0,16.0,0.0,163,47.5,46.0,29.97,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,12:30,50.2,45.0,82.2,0.0,SE@8.3,13.5,0.0,111,47.7,46.1,29.97,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,12:45,50.0,45.3,83.7,0.0,SE@8.4,14.6,0.11,121,47.8,46.1,29.96,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,13:00,49.8,45.1,83.7,0.0,SE@9.0,14.6,0.03,100,47.9,46.1,29.96,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,13:15,50.2,45.2,83.0,0.0,SE@9.0,15.7,0.0,114,47.9,46.1,29.96,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,13:30,50.4,45.3,82.7,0.0,SE@8.2,17.5,0.0,107,47.9,46.1,29.95,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,13:45,50.7,45.1,81.0,0.0,SE@9.4,15.7,0.0,130,47.9,46.2,29.95,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,14:00,50.8,45.2,80.8,0.0,SE@9.5,17.1,0.0,122,48.0,46.2,29.94,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,14:15,50.9,45.2,80.6,0.0,SE@9.0,15.0,0.0,99,48.0,46.2,29.94,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,14:30,51.0,45.3,80.8,0.0,S@8.0,13.2,0.0,102,48.0,46.2,29.94,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,14:45,51.2,45.3,79.9,0.0,SE@9.0,15.0,0.0,116,48.0,46.3,29.93,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,15:00,51.2,45.4,80.4,0.0,SE@8.5,17.1,0.0,107,48.1,46.3,29.92,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,15:15,51.2,45.4,80.4,0.0,SE@9.2,16.7,0.0,108,48.1,46.3,29.92,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,15:30,51.1,45.6,81.3,0.0,SE@8.9,13.9,0.0,78,48.1,46.3,29.92,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,15:45,51.2,45.6,81.2,0.0,SE@8.1,16.0,0.0,63,48.2,46.4,29.92,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,16:00,51.2,45.4,80.6,0.0,SE@8.6,13.5,0.0,52,48.2,46.4,29.91,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,16:15,51.3,45.5,80.4,0.0,SE@7.7,12.8,0.0,60,48.2,46.4,29.91,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,16:30,51.4,45.7,80.7,0.0,SE@7.5,12.4,0.0,74,48.2,46.4,29.9,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,16:45,51.4,45.8,81.0,0.0,SE@7.3,11.7,0.0,52,48.2,46.5,29.9,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,17:00,51.6,46.0,81.0,0.0,SE@6.7,10.7,0.0,51,48.2,46.5,29.89,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,17:15,51.8,46.0,80.6,0.0,SE@7.1,12.1,0.0,69,48.2,46.5,29.89,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,17:30,52.0,46.0,79.8,0.0,SE@7.1,10.3,0.0,60,48.2,46.5,29.88,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,17:45,52.1,45.7,78.8,0.0,SE@7.1,12.8,0.0,32,48.2,46.6,29.88,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,18:00,52.2,45.7,78.3,0.0,SE@8.7,14.6,0.0,22,48.3,46.6,29.88,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,18:15,51.8,46.3,81.5,0.0,SE@8.0,14.2,0.01,26,48.3,46.6,29.88,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,18:30,51.7,46.4,81.9,0.0,SE@8.1,15.7,0.0,43,48.3,46.6,29.87,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,18:45,51.5,46.5,83.0,0.0,SE@7.6,14.2,0.0,35,48.3,46.6,29.87,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,19:00,51.1,46.6,84.3,0.0,SE@7.8,13.5,0.0,23,48.2,46.7,29.87,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,19:15,51.2,46.2,82.8,0.0,SE@9.3,15.7,0.0,12,48.2,46.7,29.86,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,19:30,51.3,46.0,81.9,0.0,SE@10.9,16.7,0.0,5,48.2,46.7,29.86,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,19:45,51.2,46.1,82.6,0.0,S@10.9,20.7,0.0,1,48.2,46.7,29.86,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,20:00,50.9,46.1,83.7,0.0,SE@11.1,18.5,0.0,0,48.2,46.7,29.86,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,20:15,50.8,46.2,84.1,0.0,S@10.4,20.0,0.0,0,48.1,46.7,29.85,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,20:30,50.6,46.4,85.4,0.0,SE@11.1,19.2,0.0,0,48.1,46.8,29.85,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,20:45,50.5,46.3,85.3,0.0,S@10.2,17.5,0.0,0,48.1,46.8,29.85,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,21:00,50.5,46.2,85.0,0.0,S@9.2,16.4,0.0,0,48.0,46.8,29.86,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,21:15,50.5,46.1,85.0,0.0,S@9.1,15.7,0.0,0,48.0,46.8,29.86,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,21:30,50.6,46.1,84.2,0.0,S@10.3,16.4,0.0,0,48.0,46.8,29.85,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,21:45,50.6,46.0,84.2,0.0,S@8.9,16.7,0.0,0,47.9,46.8,29.85,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,22:00,50.5,46.1,84.7,0.0,S@10.3,16.7,0.0,0,47.9,46.8,29.85,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,22:15,50.2,46.2,86.2,0.0,SE@9.2,15.7,0.0,0,47.9,46.9,29.85,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,22:30,50.0,46.3,86.7,0.0,S@8.4,15.0,0.0,0,47.9,46.9,29.85,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,22:45,50.0,46.2,86.4,0.0,S@7.5,12.1,0.0,0,47.8,46.9,29.85,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,23:00,50.0,46.1,86.3,0.0,S@7.0,11.0,0.0,0,47.8,46.9,29.85,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,23:15,49.8,46.0,86.7,0.0,S@7.8,15.0,0.0,0,47.8,46.9,29.85,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,23:30,49.7,46.0,87.0,0.0,S@7.5,12.4,0.0,0,47.8,46.9,29.84,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,23:45,49.6,46.2,88.0,0.0,SE@8.5,13.2,0.0,0,47.8,46.9,29.84,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
2020-03-28,24:00,49.2,46.4,89.8,0.0,SE@8.3,14.6,0.0,0,47.7,46.9,29.83,"Arlington, Arlington, Snohomish County",330169,Arlington,2020-06-02 12:42:01.357941
